Matricula;Data;Horas Extras Pagas (SO);Horas Extras Pagas (SX);Horas Extras Pagas em Feriado (SO);Horas Extras Pagas em Feriado (SX);Horas Extras Não Autorizadas;SO
220231;2020-12-02;00:00;02:59;00:00;00:00;00:00;0
220317;2020-12-02;00:02;00:00;00:00;00:00;00:00;2
221450;2020-12-02;00:02;00:00;00:00;00:00;00:00;2
221663;2020-12-02;00:00;00:06;00:00;00:00;00:00;0
222966;2020-12-02;10:00;00:00;00:00;00:00;00:00;600
223063;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
223752;2020-12-02;00:13;01:00;00:00;00:00;00:00;13
224014;2020-12-02;12:00;00:00;00:00;00:00;00:00;720
224079;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
224616;2020-12-02;00:00;00:40;00:00;00:00;00:00;0
224743;2020-12-02;02:00;00:00;00:00;00:00;00:00;120
225303;2020-12-02;14:47;00:00;00:00;00:00;00:00;887
225519;2020-12-02;00:01;00:00;00:00;00:00;00:00;1
225706;2020-12-02;06:58;00:00;00:00;00:00;00:00;418
225825;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
225910;2020-12-02;02:00;00:00;00:00;00:00;00:00;120
226114;2020-12-02;00:13;00:00;00:00;00:00;00:00;13
226271;2020-12-02;00:00;02:00;00:00;00:00;00:00;0
226314;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
226418;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
226499;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
226571;2020-12-02;00:19;00:00;00:00;00:00;00:00;19
226581;2020-12-02;00:16;00:00;00:00;00:00;00:00;16
226667;2020-12-02;01:37;00:00;00:00;00:00;00:00;97
226797;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
226851;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
226880;2020-12-02;11:00;00:00;00:00;00:00;00:00;660
227068;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
227120;2020-12-02;00:30;00:00;00:00;00:00;00:00;30
227121;2020-12-02;01:00;00:00;00:00;00:00;00:00;60
227133;2020-12-02;00:00;00:35;00:00;00:00;00:00;0
227151;2020-12-02;00:00;04:00;00:00;00:00;00:00;0
227174;2020-12-02;00:00;00:08;00:00;00:00;00:00;0
227176;2020-12-02;00:00;04:00;00:00;00:00;00:00;0
227177;2020-12-02;00:00;04:00;00:00;00:00;00:00;0
227214;2020-12-02;00:00;00:07;00:00;00:00;00:00;0
227402;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
227487;2020-12-02;00:00;02:01;00:00;00:00;00:00;0
227528;2020-12-02;00:00;04:06;00:00;00:00;00:00;0
227532;2020-12-02;07:00;00:00;00:00;00:00;00:00;420
227896;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
227994;2020-12-02;00:00;07:15;00:00;00:00;00:00;0
228268;2020-12-02;01:12;00:00;00:00;00:00;00:00;72
228626;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
228728;2020-12-02;00:00;11:05;00:00;00:00;00:00;0
228960;2020-12-02;00:01;00:00;00:00;00:00;00:00;1
229114;2020-12-02;00:11;00:00;00:00;00:00;00:00;11
229482;2020-12-02;00:00;00:30;00:00;00:00;00:00;0
229486;2020-12-02;00:15;00:00;00:00;00:00;00:00;15
229627;2020-12-02;00:00;04:13;00:00;00:00;00:00;0
229875;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
229891;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
229902;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
230311;2020-12-02;00:00;00:10;00:00;00:00;00:00;0
230581;2020-12-02;00:00;00:01;00:00;00:00;00:00;0
230657;2020-12-02;12:00;00:00;00:00;00:00;00:00;720
230842;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
230960;2020-12-02;00:00;01:59;00:00;00:00;00:00;0
230997;2020-12-02;00:00;07:45;00:00;00:00;00:00;0
231060;2020-12-02;00:00;02:28;00:00;00:00;00:00;0
231080;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
231117;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
231160;2020-12-02;00:00;00:00;00:00;00:00;02:00;0
231188;2020-12-02;00:20;00:00;00:00;00:00;00:00;20
231363;2020-12-02;00:00;04:13;00:00;00:00;00:00;0
231377;2020-12-02;00:00;02:00;00:00;00:00;00:00;0
231418;2020-12-02;00:00;05:48;00:00;00:00;00:00;0
231637;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
231799;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
232098;2020-12-02;00:00;01:00;00:00;00:00;00:00;0
232102;2020-12-02;00:09;00:00;00:00;00:00;00:00;9
232129;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
232511;2020-12-02;00:00;04:17;00:00;00:00;00:00;0
232538;2020-12-02;00:00;00:06;00:00;00:00;00:00;0
232596;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
232647;2020-12-02;00:00;00:58;00:00;00:00;00:00;0
232649;2020-12-02;00:00;00:22;00:00;00:00;00:00;0
232707;2020-12-02;02:12;00:00;00:00;00:00;00:00;132
232903;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
232971;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
233003;2020-12-02;01:22;00:00;00:00;00:00;00:00;82
233010;2020-12-02;00:13;00:00;00:00;00:00;00:00;13
233015;2020-12-02;00:11;00:00;00:00;00:00;00:00;11
233123;2020-12-02;00:00;02:03;00:00;00:00;00:00;0
233137;2020-12-02;11:09;00:00;00:00;00:00;00:00;669
233148;2020-12-02;00:00;00:10;00:00;00:00;00:00;0
233294;2020-12-02;00:00;08:00;00:00;00:00;00:00;0
233380;2020-12-02;00:00;00:24;00:00;00:00;00:00;0
233393;2020-12-02;00:00;00:08;00:00;00:00;00:00;0
233412;2020-12-02;00:00;00:12;00:00;00:00;00:00;0
233421;2020-12-02;00:00;00:18;00:00;00:00;00:00;0
233477;2020-12-02;11:21;00:00;00:00;00:00;00:00;681
233479;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
233504;2020-12-02;00:11;00:00;00:00;00:00;00:00;11
233507;2020-12-02;00:00;00:11;00:00;00:00;00:00;0
233528;2020-12-02;00:00;00:06;00:00;00:00;00:00;0
233640;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
233865;2020-12-02;00:00;01:30;00:00;00:00;00:00;0
233972;2020-12-02;00:00;00:50;00:00;00:00;00:00;0
233977;2020-12-02;00:00;00:30;00:00;00:00;00:00;0
234002;2020-12-02;14:47;00:00;00:00;00:00;00:00;887
234063;2020-12-02;00:00;00:51;00:00;00:00;00:00;0
234081;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
234088;2020-12-02;00:17;00:00;00:00;00:00;00:00;17
234095;2020-12-02;00:18;00:00;00:00;00:00;00:00;18
234158;2020-12-02;00:13;00:00;00:00;00:00;00:00;13
234207;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
234231;2020-12-02;00:00;00:14;00:00;00:00;00:00;0
234235;2020-12-02;00:00;00:14;00:00;00:00;00:00;0
234246;2020-12-02;01:40;00:00;00:00;00:00;00:00;100
234317;2020-12-02;09:02;00:00;00:00;00:00;00:00;542
234319;2020-12-02;08:58;00:00;00:00;00:00;00:00;538
234348;2020-12-02;00:00;00:50;00:00;00:00;00:00;0
234361;2020-12-02;00:11;00:00;00:00;00:00;00:00;11
234363;2020-12-02;00:16;00:00;00:00;00:00;00:00;16
234366;2020-12-02;00:23;00:00;00:00;00:00;00:00;23
234368;2020-12-02;00:12;00:00;00:00;00:00;00:00;12
234377;2020-12-02;00:00;01:05;00:00;00:00;00:00;0
234378;2020-12-02;00:00;02:27;00:00;00:00;00:00;0
234384;2020-12-02;00:10;02:43;00:00;00:00;00:00;10
234386;2020-12-02;00:00;02:39;00:00;00:00;00:00;0
234391;2020-12-02;00:14;00:00;00:00;00:00;00:00;14
234400;2020-12-02;02:27;00:00;00:00;00:00;00:00;147
234430;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
234473;2020-12-02;00:22;00:00;00:00;00:00;00:00;22
234474;2020-12-02;11:01;00:00;00:00;00:00;00:00;661
234508;2020-12-02;00:00;02:35;00:00;00:00;00:00;0
234514;2020-12-02;00:12;00:00;00:00;00:00;00:00;12
234520;2020-12-02;00:00;01:59;00:00;00:00;00:00;0
234521;2020-12-02;00:00;01:33;00:00;00:00;00:00;0
234557;2020-12-02;00:00;02:39;00:00;00:00;00:00;0
234583;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
234594;2020-12-02;00:00;00:01;00:00;00:00;00:00;0
234625;2020-12-02;00:09;00:00;00:00;00:00;00:00;9
234639;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
234640;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
234644;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
234648;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
234649;2020-12-02;02:12;00:00;00:00;00:00;00:00;132
234665;2020-12-02;11:12;00:00;00:00;00:00;00:00;672
234688;2020-12-02;00:00;00:06;00:00;00:00;00:00;0
234693;2020-12-02;00:00;01:32;00:00;00:00;00:00;0
234771;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
234794;2020-12-02;00:30;00:00;00:00;00:00;00:00;30
234801;2020-12-02;00:00;03:20;00:00;00:00;00:00;0
234802;2020-12-02;00:00;01:11;00:00;00:00;00:00;0
234804;2020-12-02;00:00;03:40;00:00;00:00;00:00;0
234806;2020-12-02;00:00;02:27;00:00;00:00;00:00;0
234807;2020-12-02;00:00;02:22;00:00;00:00;00:00;0
234848;2020-12-02;00:09;00:00;00:00;00:00;00:00;9
234849;2020-12-02;00:00;01:32;00:00;00:00;00:00;0
234869;2020-12-02;00:10;00:00;00:00;00:00;00:00;10
234888;2020-12-02;00:00;00:17;00:00;00:00;00:00;0
234895;2020-12-02;00:00;11:00;00:00;00:00;00:00;0
234907;2020-12-02;00:00;00:18;00:00;00:00;00:00;0
234941;2020-12-02;00:06;00:00;00:00;00:00;00:00;6
234957;2020-12-02;00:07;00:00;00:00;00:00;00:00;7
234958;2020-12-02;00:16;00:00;00:00;00:00;00:00;16
234959;2020-12-02;00:19;00:00;00:00;00:00;00:00;19
234961;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
234962;2020-12-02;00:12;00:00;00:00;00:00;00:00;12
234963;2020-12-02;00:11;00:00;00:00;00:00;00:00;11
234970;2020-12-02;00:06;01:35;00:00;00:00;00:00;6
234971;2020-12-02;00:39;00:00;00:00;00:00;00:00;39
234972;2020-12-02;00:00;02:36;00:00;00:00;00:00;0
234975;2020-12-02;00:08;00:00;00:00;00:00;00:00;8
234977;2020-12-02;00:09;00:00;00:00;00:00;00:00;9
234976;2020-12-02;00:00;02:38;00:00;00:00;00:00;0
234985;2020-12-02;00:09;00:00;00:00;00:00;00:00;9
235037;2020-12-02;11:00;00:00;00:00;00:00;00:00;660
235040;2020-12-02;11:00;00:00;00:00;00:00;00:00;660
235075;2020-12-02;01:17;00:00;00:00;00:00;00:00;77
102213;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
104507;2020-12-03;01:02;00:00;00:00;00:00;00:00;62
105321;2020-12-03;00:00;00:18;00:00;00:00;00:00;0
102015;2020-12-03;00:00;07:58;00:00;00:00;00:00;0
10182;2020-12-03;05:15;00:00;00:00;00:00;00:00;315
210396;2020-12-03;01:05;00:00;00:00;00:00;00:00;65
210617;2020-12-03;00:00;07:57;00:00;00:00;00:00;0
210778;2020-12-03;00:00;00:00;00:00;00:00;00:15;0
213665;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
213722;2020-12-03;00:53;00:00;00:00;00:00;00:00;53
213827;2020-12-03;01:00;00:00;00:00;00:00;00:00;60
213829;2020-12-03;04:41;00:00;00:00;00:00;00:00;281
214900;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
215622;2020-12-03;00:08;00:00;00:00;00:00;00:00;8
216046;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
216075;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
216089;2020-12-03;00:00;00:09;00:00;00:00;00:00;0
216092;2020-12-03;00:00;02:02;00:00;00:00;00:00;0
216102;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
216111;2020-12-03;00:00;01:14;00:00;00:00;00:00;0
217958;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
218610;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
219462;2020-12-03;00:49;00:00;00:00;00:00;00:00;49
219833;2020-12-03;00:00;00:07;00:00;00:00;00:00;0
220317;2020-12-03;00:05;00:00;00:00;00:00;00:00;5
220660;2020-12-03;00:00;08:05;00:00;00:00;00:00;0
220889;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
220918;2020-12-03;00:00;10:50;00:00;00:00;00:00;0
221173;2020-12-03;00:00;00:14;00:00;00:00;00:00;0
221213;2020-12-03;00:08;08:00;00:00;00:00;00:00;8
221233;2020-12-03;04:29;00:00;00:00;00:00;00:00;269
221450;2020-12-03;00:05;00:00;00:00;00:00;00:00;5
222241;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
223106;2020-12-03;07:41;00:00;00:00;00:00;00:00;461
223298;2020-12-03;00:00;04:16;00:00;00:00;00:00;0
223492;2020-12-03;00:09;00:00;00:00;00:00;00:00;9
223752;2020-12-03;12:00;00:00;00:00;00:00;00:00;720
224243;2020-12-03;00:44;00:00;00:00;00:00;00:00;44
224743;2020-12-03;00:47;00:00;00:00;00:00;00:00;47
225077;2020-12-03;00:00;00:06;00:00;00:00;00:00;0
225584;2020-12-03;00:00;05:02;00:00;00:00;00:00;0
225670;2020-12-03;01:21;00:00;00:00;00:00;00:00;81
225910;2020-12-03;02:00;00:00;00:00;00:00;00:00;120
226384;2020-12-03;01:01;00:00;00:00;00:00;00:00;61
226880;2020-12-03;00:10;00:00;00:00;00:00;00:00;10
227174;2020-12-03;00:00;04:59;00:00;00:00;00:00;0
227177;2020-12-03;00:00;04:59;00:00;00:00;00:00;0
227211;2020-12-03;00:00;05:02;00:00;00:00;00:00;0
227251;2020-12-03;00:00;00:36;00:00;00:00;00:00;0
227262;2020-12-03;00:00;05:03;00:00;00:00;00:00;0
227401;2020-12-03;00:00;00:06;00:00;00:00;00:00;0
227487;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
227499;2020-12-03;00:00;00:06;00:00;00:00;00:00;0
227528;2020-12-03;00:00;01:01;00:00;00:00;00:00;0
228268;2020-12-03;01:13;00:00;00:00;00:00;00:00;73
228677;2020-12-03;00:10;00:00;00:00;00:00;00:00;10
228697;2020-12-03;00:44;00:00;00:00;00:00;00:00;44
228809;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
228918;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
229274;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
229627;2020-12-03;00:00;04:14;00:00;00:00;00:00;0
230316;2020-12-03;00:01;00:00;00:00;00:00;00:00;1
230321;2020-12-03;00:02;00:00;00:00;00:00;00:00;2
230405;2020-12-03;00:00;00:37;00:00;00:00;00:00;0
230581;2020-12-03;00:00;00:18;00:00;00:00;00:00;0
230648;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
230756;2020-12-03;00:00;03:12;00:00;00:00;00:00;0
230875;2020-12-03;01:09;00:00;00:00;00:00;00:00;69
230960;2020-12-03;00:00;01:05;00:00;00:00;00:00;0
231160;2020-12-03;00:00;00:00;00:00;00:00;02:00;0
231188;2020-12-03;01:12;00:00;00:00;00:00;00:00;72
231255;2020-12-03;00:00;01:29;00:00;00:00;00:00;0
231315;2020-12-03;00:01;00:00;00:00;00:00;00:00;1
231334;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
231363;2020-12-03;00:00;04:14;00:00;00:00;00:00;0
231374;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
231387;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
231418;2020-12-03;00:00;00:45;00:00;00:00;00:00;0
231540;2020-12-03;00:15;00:00;00:00;00:00;00:00;15
231666;2020-12-03;00:00;04:26;00:00;00:00;00:00;0
231821;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
231882;2020-12-03;00:00;08:00;00:00;00:00;00:00;0
231916;2020-12-03;00:00;01:46;00:00;00:00;00:00;0
231948;2020-12-03;00:00;00:31;00:00;00:00;00:00;0
232001;2020-12-03;00:00;05:00;00:00;00:00;00:00;0
232111;2020-12-03;02:05;00:00;00:00;00:00;00:00;125
232112;2020-12-03;00:24;00:00;00:00;00:00;00:00;24
232291;2020-12-03;00:00;00:06;00:00;00:00;00:00;0
232647;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
232649;2020-12-03;00:00;00:14;00:00;00:00;00:00;0
232843;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
233003;2020-12-03;00:21;00:00;00:00;00:00;00:00;21
233081;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
233138;2020-12-03;00:00;11:05;00:00;00:00;00:00;0
233158;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
233180;2020-12-03;00:14;00:00;00:00;00:00;00:00;14
233209;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
233287;2020-12-03;09:00;00:00;00:00;00:00;00:00;540
233400;2020-12-03;00:21;00:00;00:00;00:00;00:00;21
233430;2020-12-03;00:00;00:37;00:00;00:00;00:00;0
233454;2020-12-03;00:00;00:07;00:00;00:00;00:00;0
233514;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
233704;2020-12-03;00:23;00:00;00:00;00:00;00:00;23
233834;2020-12-03;01:00;00:00;00:00;00:00;00:00;60
233956;2020-12-03;00:20;00:00;00:00;00:00;00:00;20
233992;2020-12-03;01:01;00:00;00:00;00:00;00:00;61
234030;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234084;2020-12-03;00:08;00:00;00:00;00:00;00:00;8
234095;2020-12-03;00:14;00:00;00:00;00:00;00:00;14
234118;2020-12-03;00:00;02:29;00:00;00:00;00:00;0
234119;2020-12-03;00:00;00:10;00:00;00:00;00:00;0
234158;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
234235;2020-12-03;00:00;00:09;00:00;00:00;00:00;0
234246;2020-12-03;01:40;00:00;00:00;00:00;00:00;100
234275;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234278;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
234311;2020-12-03;01:00;00:00;00:00;00:00;00:00;60
234358;2020-12-03;07:11;00:00;00:00;00:00;00:00;431
234360;2020-12-03;00:00;01:59;00:00;00:00;00:00;0
234361;2020-12-03;00:14;00:00;00:00;00:00;00:00;14
234363;2020-12-03;00:14;00:00;00:00;00:00;00:00;14
234366;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234368;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
234377;2020-12-03;00:00;01:05;00:00;00:00;00:00;0
234378;2020-12-03;00:00;02:32;00:00;00:00;00:00;0
234384;2020-12-03;00:00;02:43;00:00;00:00;00:00;0
234386;2020-12-03;00:00;02:41;00:00;00:00;00:00;0
234430;2020-12-03;01:43;00:00;00:00;00:00;00:00;103
234432;2020-12-03;00:09;00:00;00:00;00:00;00:00;9
234436;2020-12-03;00:08;00:00;00:00;00:00;00:00;8
234475;2020-12-03;10:58;00:00;00:00;00:00;00:00;658
234480;2020-12-03;01:12;00:00;00:00;00:00;00:00;72
234508;2020-12-03;00:09;02:41;00:00;00:00;00:00;9
234510;2020-12-03;00:00;02:25;00:00;00:00;00:00;0
234514;2020-12-03;01:02;00:00;00:00;00:00;00:00;62
234520;2020-12-03;00:00;01:58;00:00;00:00;00:00;0
234524;2020-12-03;00:27;00:00;00:00;00:00;00:00;27
234556;2020-12-03;00:09;00:00;00:00;00:00;00:00;9
234557;2020-12-03;00:00;02:33;00:00;00:00;00:00;0
234583;2020-12-03;00:20;00:00;00:00;00:00;00:00;20
234599;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234621;2020-12-03;00:19;00:00;00:00;00:00;00:00;19
234623;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
234624;2020-12-03;00:00;02:41;00:00;00:00;00:00;0
234627;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234632;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234634;2020-12-03;00:00;02:41;00:00;00:00;00:00;0
234635;2020-12-03;00:06;00:00;00:00;00:00;00:00;6
234639;2020-12-03;00:13;00:00;00:00;00:00;00:00;13
234644;2020-12-03;00:16;00:00;00:00;00:00;00:00;16
234666;2020-12-03;00:00;01:59;00:00;00:00;00:00;0
234686;2020-12-03;00:11;00:00;00:00;00:00;00:00;11
234688;2020-12-03;00:00;00:08;00:00;00:00;00:00;0
234702;2020-12-03;00:00;02:00;00:00;00:00;00:00;0
234767;2020-12-03;00:10;00:00;00:00;00:00;00:00;10
234776;2020-12-03;00:00;02:30;00:00;00:00;00:00;0
234779;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
234782;2020-12-03;00:00;02:44;00:00;00:00;00:00;0
234783;2020-12-03;00:00;02:31;00:00;00:00;00:00;0
234793;2020-12-03;00:00;07:20;00:00;00:00;00:00;0
234801;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
234802;2020-12-03;00:00;01:58;00:00;00:00;00:00;0
234806;2020-12-03;00:00;02:28;00:00;00:00;00:00;0
234849;2020-12-03;00:00;01:28;00:00;00:00;00:00;0
234895;2020-12-03;00:00;04:58;00:00;00:00;00:00;0
234899;2020-12-03;00:00;00:09;00:00;00:00;00:00;0
234907;2020-12-03;00:00;00:11;00:00;00:00;00:00;0
234915;2020-12-03;01:28;00:00;00:00;00:00;00:00;88
234930;2020-12-03;00:00;01:00;00:00;00:00;00:00;0
234937;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
234958;2020-12-03;00:18;00:00;00:00;00:00;00:00;18
234959;2020-12-03;00:08;00:00;00:00;00:00;00:00;8
234960;2020-12-03;00:21;03:25;00:00;00:00;00:00;21
234961;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
234962;2020-12-03;00:13;00:00;00:00;00:00;00:00;13
234963;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
234971;2020-12-03;00:30;00:00;00:00;00:00;00:00;30
234977;2020-12-03;00:07;00:00;00:00;00:00;00:00;7
235075;2020-12-03;00:43;00:00;00:00;00:00;00:00;43
202201;2020-12-04;00:52;00:00;00:00;00:00;00:00;52
103007;2020-12-04;00:31;00:00;00:00;00:00;00:00;31
10137;2020-12-04;00:08;00:00;00:00;00:00;00:00;8
80061;2020-12-04;00:19;00:00;00:00;00:00;00:00;19
10182;2020-12-04;06:00;00:00;00:00;00:00;00:00;360
208707;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
208709;2020-12-04;00:15;00:00;00:00;00:00;00:00;15
209905;2020-12-04;00:15;00:00;00:00;00:00;00:00;15
211676;2020-12-04;00:13;00:00;00:00;00:00;00:00;13
213255;2020-12-04;01:02;00:00;00:00;00:00;00:00;62
213698;2020-12-04;01:00;00:00;00:00;00:00;00:00;60
213825;2020-12-04;00:00;01:01;00:00;00:00;00:00;0
214545;2020-12-04;00:00;00:06;00:00;00:00;00:00;0
215048;2020-12-04;00:07;00:00;00:00;00:00;00:00;7
215504;2020-12-04;00:00;01:00;00:00;00:00;00:00;0
215790;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
216046;2020-12-04;00:00;01:00;00:00;00:00;00:00;0
216075;2020-12-04;00:00;01:59;00:00;00:00;00:00;0
216089;2020-12-04;00:00;01:59;00:00;00:00;00:00;0
216092;2020-12-04;00:00;02:03;00:00;00:00;00:00;0
216123;2020-12-04;00:00;01:59;00:00;00:00;00:00;0
216504;2020-12-04;00:00;01:00;00:00;00:00;00:00;0
217378;2020-12-04;00:00;11:05;00:00;00:00;00:00;0
219833;2020-12-04;00:00;00:11;00:00;00:00;00:00;0
220345;2020-12-04;00:00;00:39;00:00;00:00;00:00;0
220507;2020-12-04;00:30;00:00;00:00;00:00;00:00;30
221450;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
222966;2020-12-04;10:00;00:00;00:00;00:00;00:00;600
223179;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
223277;2020-12-04;00:00;07:40;00:00;00:00;00:00;0
223531;2020-12-04;00:31;00:00;00:00;00:00;00:00;31
224014;2020-12-04;12:00;00:00;00:00;00:00;00:00;720
224099;2020-12-04;00:09;00:00;00:00;00:00;00:00;9
224616;2020-12-04;00:00;00:52;00:00;00:00;00:00;0
224985;2020-12-04;00:00;01:00;00:00;00:00;00:00;0
224997;2020-12-04;00:00;01:00;00:00;00:00;00:00;0
225010;2020-12-04;00:07;00:00;00:00;00:00;00:00;7
225331;2020-12-04;00:00;00:15;00:00;00:00;00:00;0
225551;2020-12-04;00:00;07:40;00:00;00:00;00:00;0
225647;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
225706;2020-12-04;07:03;00:00;00:00;00:00;00:00;423
225910;2020-12-04;03:00;00:00;00:00;00:00;00:00;180
225941;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
226004;2020-12-04;02:14;00:00;00:00;00:00;00:00;134
226114;2020-12-04;00:24;00:00;00:00;00:00;00:00;24
226261;2020-12-04;00:19;00:00;00:00;00:00;00:00;19
226280;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
226628;2020-12-04;00:00;00:38;00:00;00:00;00:00;0
226667;2020-12-04;01:27;00:00;00:00;00:00;00:00;87
226880;2020-12-04;11:00;00:00;00:00;00:00;00:00;660
227121;2020-12-04;01:06;00:00;00:00;00:00;00:00;66
227135;2020-12-04;00:00;11:59;00:00;00:00;00:00;0
227156;2020-12-04;00:00;05:00;00:00;00:00;00:00;0
227162;2020-12-04;00:00;05:20;00:00;00:00;00:00;0
227174;2020-12-04;00:00;03:58;00:00;00:00;00:00;0
227176;2020-12-04;00:00;04:56;00:00;00:00;00:00;0
227177;2020-12-04;00:00;04:56;00:00;00:00;00:00;0
227180;2020-12-04;00:00;04:59;00:00;00:00;00:00;0
227197;2020-12-04;00:00;00:11;00:00;00:00;00:00;0
227211;2020-12-04;00:00;05:00;00:00;00:00;00:00;0
227401;2020-12-04;00:00;00:18;00:00;00:00;00:00;0
227427;2020-12-04;00:00;07:39;00:00;00:00;00:00;0
227777;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
227789;2020-12-04;00:06;00:00;00:00;00:00;00:00;6
227859;2020-12-04;00:08;00:00;00:00;00:00;00:00;8
228268;2020-12-04;00:50;00:00;00:00;00:00;00:00;50
228595;2020-12-04;01:05;00:00;00:00;00:00;00:00;65
228728;2020-12-04;00:00;11:01;00:00;00:00;00:00;0
228888;2020-12-04;00:00;11:06;00:00;00:00;00:00;0
228891;2020-12-04;00:00;03:08;00:00;00:00;00:00;0
228960;2020-12-04;00:02;00:00;00:00;00:00;00:00;2
229045;2020-12-04;00:07;00:00;00:00;00:00;00:00;7
229215;2020-12-04;01:00;00:00;00:00;00:00;00:00;60
229239;2020-12-04;00:00;00:00;00:00;00:00;01:00;0
229258;2020-12-04;00:00;00:11;00:00;00:00;00:00;0
229274;2020-12-04;00:00;00:07;00:00;00:00;00:00;0
229317;2020-12-04;00:07;00:00;00:00;00:00;00:00;7
229414;2020-12-04;00:16;00:00;00:00;00:00;00:00;16
229627;2020-12-04;00:00;05:32;00:00;00:00;00:00;0
229628;2020-12-04;00:00;11:41;00:00;00:00;00:00;0
229921;2020-12-04;00:00;00:06;00:00;00:00;00:00;0
229977;2020-12-04;02:40;00:00;00:00;00:00;00:00;160
229993;2020-12-04;00:00;07:00;00:00;00:00;00:00;0
